-1-
北京市小客车指标调控管理信息系统
单位新能源指标配置
期号：201601
描述：2016年第01期单位示范应用新能源小客车指标配置结果
指标配置日期：2016-02-26
实际指标配置时间：2016-02-26 10:21:35
有效编码总数：1819
指标配置总数：1819
-指标配置列表-
轮候序号 轮候时间 申请编码
1160 2016-01-18 16:00:52.603 0208105377220
1161 2016-01-18 16:00:52.603 2738105412420
1162 2016-01-18 16:00:52.603 4437105412421
-32-
1163 2016-01-18 16:00:52.603 6913105412422
1164 2016-01-18 16:00:52.603 9924105412423
1165 2016-01-18 16:11:46.253 4262105377305
1166 2016-01-18 16:15:53.387 5978105377350
1167 2016-01-18 16:26:25.663 5464105377428
1168 2016-01-18 16:54:20.961 3921105377668
1169 2016-01-18 16:55:08.819 3648105377653
1170 2016-01-18 16:57:27.570 4153105377696
1171 2016-01-18 18:17:45.110 1291105378040
1172 2016-01-19 08:36:43.834 9220105378830
1173 2016-01-19 09:24:36.150 4644105379016
1174 2016-01-19 09:36:12.870 7646105380625
1175 2016-01-19 09:49:21.868 4624105379184
1176 2016-01-19 10:16:07.756 0408105379371
1177 2016-01-19 10:25:45.214 4146105379477
1178 2016-01-19 10:34:31.686 4300105379555
1179 2016-01-19 10:40:13.341 7471105379573
1180 2016-01-19 10:55:45.536 1608105379700
1181 2016-01-19 11:01:59.841 2019105379722
1182 2016-01-19 11:14:28.506 9877105379855
1183 2016-01-19 11:24:23.838 9978105379927
1184 2016-01-19 11:24:23.838 6260105412381
1185 2016-01-19 11:24:23.838 7444105412382
1186 2016-01-19 11:24:23.838 9321105412383
1187 2016-01-19 11:24:23.838 4356105412464
1188 2016-01-19 11:30:44.920 9515105379952
1189 2016-01-19 11:37:42.250 7961105380017
1190 2016-01-19 11:40:31.360 8627105380038
1191 2016-01-19 11:40:48.644 0625105380053
1192 2016-01-19 13:36:55.680 3159105380562
1193 2016-01-19 14:00:18.836 2362105380748
1194 2016-01-19 14:23:28.694 8653105380886
1195 2016-01-19 14:59:03.731 7958105381124
1196 2016-01-19 15:09:45.155 8398105381204
1197 2016-01-19 15:18:23.307 8360105381240
1198 2016-01-19 15:39:50.777 9560105381545
1199 2016-01-19 15:47:09.703 7308105381536
1200 2016-01-19 15:52:40.693 0969105381489
-33-
1201 2016-01-19 16:03:57.595 5687105381613
1202 2016-01-19 16:03:57.595 4102105410166
1203 2016-01-19 16:03:57.595 0834105410167
1204 2016-01-19 16:03:57.595 7504105410168
1205 2016-01-19 16:03:57.595 5519105410169
1206 2016-01-19 16:53:57.801 9448105381921
1207 2016-01-19 17:10:34.748 4193105382038
1208 2016-01-19 17:14:47.287 8917105382073
1209 2016-01-19 18:26:21.483 8910105382367
1210 2016-01-20 04:35:40.819 0762105383141
1211 2016-01-20 09:10:46.403 6920105383347
1212 2016-01-20 09:19:27.164 7013105383398
1213 2016-01-20 09:26:43.873 1120105383429
1214 2016-01-20 10:11:43.173 8616105383707
1215 2016-01-20 10:30:08.599 6533105383780
1216 2016-01-20 10:50:04.600 2242105383937
1217 2016-01-20 10:58:45.228 6818105384046
1218 2016-01-20 11:00:30.652 2905105384020
1219 2016-01-20 11:05:52.770 8910105384077
1220 2016-01-20 11:26:58.757 9974105384293
1221 2016-01-20 11:30:29.629 8111105384326
1222 2016-01-20 11:31:10.706 8208105384322
1223 2016-01-20 11:44:04.539 3954105384439
1224 2016-01-20 12:08:18.230 6552105384601
1225 2016-01-20 12:08:39.133 1794105384610
1226 2016-01-20 12:23:09.840 7255105384635
1227 2016-01-20 13:13:00.390 4642105384868
1228 2016-01-20 13:38:06.410 9031105384987
1229 2016-01-20 13:55:38.831 6865105385120
1230 2016-01-20 14:06:30.415 5401105385191
1231 2016-01-20 14:25:34.116 6276105385328
1232 2016-01-20 15:13:54.547 6824105385595
1233 2016-01-20 15:15:55.585 3701105385603
1234 2016-01-20 15:35:42.231 4310105385776
1235 2016-01-20 16:33:43.433 0613105386211
1236 2016-01-20 18:56:05.165 6410105386789
1237 2016-01-20 20:52:08.584 0593105387103
1238 2016-01-20 21:58:15.854 9596105387258
-34-
1239 2016-01-20 22:27:18.426 4463105387329
1240 2016-01-21 08:25:43.103 2742105387523
1241 2016-01-21 08:52:20.831 9477105387563
1242 2016-01-21 09:01:33.465 0355105387598
1243 2016-01-21 09:13:26.633 9543105387676
1244 2016-01-21 09:13:26.633 8813105410502
1245 2016-01-21 09:13:26.633 1843105410503
1246 2016-01-21 09:18:25.771 2379105387681
1247 2016-01-21 09:19:41.546 6539105387696
1248 2016-01-21 09:45:32.340 1182105387814
1249 2016-01-21 09:45:32.340 9616105398282
1250 2016-01-21 09:45:32.340 3358105398283
1251 2016-01-21 09:45:32.340 3909105398302
1252 2016-01-21 09:45:32.340 5818105398304
1253 2016-01-21 10:06:41.453 1966105387940
1254 2016-01-21 10:35:09.393 0312105388106
1255 2016-01-21 11:15:17.982 8166105388345
1256 2016-01-21 11:39:41.584 9575105388461
1257 2016-01-21 11:46:59.753 2150105388537
1258 2016-01-21 11:50:47.324 2067105388574
1259 2016-01-21 11:55:23.503 7667105388559
1260 2016-01-21 13:38:16.124 6227105388965
1261 2016-01-21 13:52:53.630 0521105389044
1262 2016-01-21 13:57:21.533 1768105389040
1263 2016-01-21 13:58:59.162 8905105389058
1264 2016-01-21 14:02:18.782 0017105389070
1265 2016-01-21 14:04:24.679 2777105389103
1266 2016-01-21 15:00:52.807 8891105389500
1267 2016-01-21 15:04:06.600 9985105389514
1268 2016-01-21 15:41:01.759 6000105389750
1269 2016-01-21 16:26:10.560 3509105389983
1270 2016-01-21 16:41:03.530 7090105390072
1271 2016-01-21 16:51:27.271 6600105390119
1272 2016-01-21 22:54:04.630 8969105391069
1273 2016-01-21 22:54:04.630 4336105391070
1274 2016-01-21 22:54:04.630 3799105391071
1275 2016-01-21 23:00:56.201 1908105391081
1276 2016-01-22 09:05:14.441 4080105391342
-35-
1277 2016-01-22 09:25:28.103 7021105391419
1278 2016-01-22 09:25:28.103 2873105391420
1279 2016-01-22 09:25:28.103 4560105391421
1280 2016-01-22 09:25:28.103 6399105391422
1281 2016-01-22 09:25:28.103 9811105391423
1282 2016-01-22 09:42:40.354 6616105391558
1283 2016-01-22 09:48:36.130 1420105391580
1284 2016-01-22 10:09:05.570 8195105391681
1285 2016-01-22 10:20:19.394 5822105391759
1286 2016-01-22 10:25:53.924 0235105391786
1287 2016-01-22 10:27:51.386 4159105391802
1288 2016-01-22 10:29:48.149 3366105391815
1289 2016-01-22 11:43:00.990 2347105392182
1290 2016-01-22 14:03:26.444 1391105392805
1291 2016-01-22 14:29:37.991 9886105392945
1292 2016-01-22 14:37:38.145 8410105392987
1293 2016-01-22 14:48:48.577 6193105393047
1294 2016-01-22 14:48:48.577 5113105393048
1295 2016-01-22 14:50:24.880 0413105393074
1296 2016-01-22 14:50:24.880 0251105393075
1297 2016-01-22 15:13:42.958 7760105393194
1298 2016-01-22 15:17:44.491 3645105393225
1299 2016-01-22 15:28:13.131 9302105393250
1300 2016-01-22 16:35:35.975 5589105393627
1301 2016-01-22 16:45:54.728 3982105393695
1302 2016-01-22 16:54:15.425 0801105393708
1303 2016-01-22 17:52:27.895 2572105393975
1304 2016-01-22 18:03:22.103 6802105394029
1305 2016-01-23 11:11:18.100 0017105395038
1306 2016-01-23 14:08:30.373 2476105395398
1307 2016-01-23 15:26:01.788 1273105395529
1308 2016-01-23 16:36:35.731 5790105395668
1309 2016-01-23 18:01:24.688 2318105395866
1310 2016-01-24 00:09:36.129 6926105396402
1311 2016-01-24 00:31:21.883 2025105396429
1312 2016-01-24 13:22:21.469 9809105396859
1313 2016-01-24 15:12:57.664 1232105397064
1314 2016-01-24 17:03:28.598 2627105397247
-36-
1315 2016-01-25 01:07:59.926 6669105397975
1316 2016-01-25 09:02:24.171 7329105398075
1317 2016-01-25 09:30:31.133 5141105399611
1318 2016-01-25 09:36:43.962 4005105398259
1319 2016-01-25 09:48:48.544 7940105398324
1320 2016-01-25 09:58:34.345 4217105398387
1321 2016-01-25 10:12:17.683 0573105398478
1322 2016-01-25 10:19:48.787 1804105398520
1323 2016-01-25 10:20:15.913 8494105398522
1324 2016-01-25 10:34:10.616 0745105398673
1325 2016-01-25 10:34:10.616 0777105398674
1326 2016-01-25 10:38:10.260 3162105398694
1327 2016-01-25 10:42:37.979 3512105398754
1328 2016-01-25 10:44:31.792 3130105398764
1329 2016-01-25 10:50:36.186 6319105398793
1330 2016-01-25 11:17:07.536 1456105398969
1331 2016-01-25 11:19:28.816 5617105398979
1332 2016-01-25 11:21:29.647 1257105399006
1333 2016-01-25 11:26:39.618 1547105399036
1334 2016-01-25 11:26:39.618 0497105399037
1335 2016-01-25 11:31:01.970 0774105399070
1336 2016-01-25 11:42:26.519 4696105399193
1337 2016-01-25 12:15:11.653 1867105399442
1338 2016-01-25 12:20:22.240 0494105399419
1339 2016-01-25 12:20:22.240 8573105399420
1340 2016-01-25 12:20:22.240 6537105399421
1341 2016-01-25 12:20:22.240 4407105399422
1342 2016-01-25 12:20:22.240 3847105399423
1343 2016-01-25 12:20:49.307 7452105399434
1344 2016-01-25 12:42:52.882 8244105399561
1345 2016-01-25 13:08:05.542 3396105399677
1346 2016-01-25 13:10:32.493 0706105399681
1347 2016-01-25 13:18:59.219 0565105399728
1348 2016-01-25 13:18:59.219 3681105399729
1349 2016-01-25 13:18:59.219 1231105399730
1350 2016-01-25 13:18:59.219 0152105399731
1351 2016-01-25 13:18:59.219 6021105399755
1352 2016-01-25 13:28:23.517 0176105399819
-37-
1353 2016-01-25 13:54:01.210 3178105400003
1354 2016-01-25 13:54:51.795 3173105400012
1355 2016-01-25 14:29:17.353 4624105400232
1356 2016-01-25 15:08:41.641 0574105400546
1357 2016-01-25 15:10:00.363 9137105400568
1358 2016-01-25 15:22:44.151 2082105400673
1359 2016-01-25 15:29:43.323 8349105400737
1360 2016-01-25 15:31:45.122 1696105400784
1361 2016-01-25 15:49:24.849 0835105401053
1362 2016-01-25 15:50:38.811 5263105400945
1363 2016-01-25 16:25:30.267 2876105401287
1364 2016-01-25 16:25:30.267 7838105401288
1365 2016-01-25 16:28:02.458 4143105401298
1366 2016-01-25 17:09:33.986 8311105401538
1367 2016-01-25 17:23:25.997 6817105401627
1368 2016-01-25 17:46:35.145 6859105401714
1369 2016-01-25 17:46:35.145 3285105401715
1370 2016-01-25 17:46:35.145 3137105401716
1371 2016-01-25 17:46:35.145 3012105401717
1372 2016-01-25 17:46:35.145 7440105401718
1373 2016-01-25 17:47:22.884 2158105401744
1374 2016-01-25 17:47:22.884 6909105401745
1375 2016-01-25 17:52:22.281 3295105401757
1376 2016-01-25 18:10:19.871 2497105401813
1377 2016-01-25 18:26:34.381 5506105401854
1378 2016-01-25 18:42:09.659 5876105401925
1379 2016-01-25 18:42:09.659 2130105401926
1380 2016-01-25 21:42:48.249 0601105402508
1381 2016-01-26 08:48:54.272 4378105402903
1382 2016-01-26 08:48:54.272 8778105402904
1383 2016-01-26 08:48:54.272 9358105402905
1384 2016-01-26 08:48:54.272 9400105402906
1385 2016-01-26 08:48:54.272 2909105402907
1386 2016-01-26 08:50:18.332 7223105402933
1387 2016-01-26 08:50:18.332 3247105402934
1388 2016-01-26 08:50:18.332 4648105402935
1389 2016-01-26 08:50:18.332 5520105402936
1390 2016-01-26 08:50:18.332 9024105402937
-38-
1391 2016-01-26 09:48:58.146 0965105403154
1392 2016-01-26 09:54:28.628 0921105403192
1393 2016-01-26 10:12:08.490 7575105403316
1394 2016-01-26 10:12:24.591 7368105403294
1395 2016-01-26 10:13:57.874 3610105403300
1396 2016-01-26 10:13:57.874 8006105403301
1397 2016-01-26 10:13:57.874 1980105403302
1398 2016-01-26 10:16:50.885 6240105403354
1399 2016-01-26 10:16:50.885 3532105403355
1400 2016-01-26 10:16:50.885 5562105403356
1401 2016-01-26 10:16:50.885 2665105403357
1402 2016-01-26 10:16:50.885 4217105403358
1403 2016-01-26 10:20:30.275 5428105403372
1404 2016-01-26 10:35:39.289 4726105403518
1405 2016-01-26 11:15:25.656 2122105403835
1406 2016-01-26 11:15:25.656 9303105403836
1407 2016-01-26 11:32:33.543 5996105403946
1408 2016-01-26 11:41:31.984 1784105404029
1409 2016-01-26 11:54:34.801 5059105404102
1410 2016-01-26 11:54:34.801 8582105404103
1411 2016-01-26 11:54:51.147 3577105404121
1412 2016-01-26 11:54:51.147 6717105404122
1413 2016-01-26 11:54:51.147 9911105404123
1414 2016-01-26 11:54:51.147 4411105404124
1415 2016-01-26 11:54:51.147 3347105404125
1416 2016-01-26 12:01:39.764 6736105404163
1417 2016-01-26 12:02:20.154 5671105404174
1418 2016-01-26 12:33:27.252 5366105404270
1419 2016-01-26 12:36:40.201 5258105404284
1420 2016-01-26 13:11:48.762 5122105404417
1421 2016-01-26 13:14:36.250 3837105404446
1422 2016-01-26 13:50:52.333 0309105404609
1423 2016-01-26 13:57:34.472 5504105404662
1424 2016-01-26 14:14:50.608 5939105404755
1425 2016-01-26 14:19:16.366 4943105404779
1426 2016-01-26 14:32:22.222 9863105404843
1427 2016-01-26 14:44:43.043 4238105404960
1428 2016-01-26 15:12:03.584 2297105405139
-39-
1429 2016-01-26 15:29:49.040 7413105405243
1430 2016-01-26 15:29:49.040 9442105405264
1431 2016-01-26 15:29:49.040 1182105405265
1432 2016-01-26 15:29:49.040 4891105405266
1433 2016-01-26 15:29:49.040 2377105405267
1434 2016-01-26 15:41:07.143 9504105405346
1435 2016-01-26 16:23:13.231 0602105405689
1436 2016-01-26 16:29:55.399 7168105405676
1437 2016-01-26 16:34:09.870 1412105405739
1438 2016-01-26 16:34:09.870 2794105405740
1439 2016-01-26 16:34:09.870 7294105405741
1440 2016-01-26 16:34:09.870 1923105405742
1441 2016-01-26 16:34:09.870 3919105405743
1442 2016-01-26 16:48:17.665 2651105405868
1443 2016-01-26 16:48:17.665 6117105405869
1444 2016-01-26 16:48:17.665 4522105405870
1445 2016-01-26 16:48:17.665 5924105405871
1446 2016-01-26 16:48:17.665 3776105405872
1447 2016-01-26 16:53:28.871 8883105405913
1448 2016-01-26 17:15:54.487 2217105406010
1449 2016-01-26 18:15:57.110 4838105406224
1450 2016-01-26 21:01:02.314 0384105406685
1451 2016-01-26 23:48:25.453 9388105406996
1452 2016-01-27 00:10:18.803 4878105407010
1453 2016-01-27 05:17:50.843 1001105407016
1454 2016-01-27 08:20:42.325 8696105407085
1455 2016-01-27 08:29:10.088 5837105407088
1456 2016-01-27 08:46:48.351 9477105407116
1457 2016-01-27 09:26:01.261 2608105407316
1458 2016-01-27 09:30:47.383 0450105407349
1459 2016-01-27 09:36:42.962 1625105407359
1460 2016-01-27 09:43:45.936 2407105407394
1461 2016-01-27 09:43:45.936 2240105407395
1462 2016-01-27 09:45:11.319 1981105407423
1463 2016-01-27 09:45:11.319 2642105407424
1464 2016-01-27 09:48:36.109 9133105407441
1465 2016-01-27 09:53:15.743 4597105407466
1466 2016-01-27 09:56:17.607 8778105407451
-40-
1467 2016-01-27 09:59:16.311 3731105407475
1468 2016-01-27 10:03:24.109 3655105407487
1469 2016-01-27 10:04:26.376 3634105407514
1470 2016-01-27 10:04:26.376 6281105407515
1471 2016-01-27 10:04:26.596 4899105407524
1472 2016-01-27 10:06:06.729 2342105407492
1473 2016-01-27 10:16:19.468 6650105407560
1474 2016-01-27 10:18:20.523 4022105409232
1475 2016-01-27 10:19:43.747 8791105407573
1476 2016-01-27 10:22:23.173 9128105407598
1477 2016-01-27 10:25:49.169 4661105407623
1478 2016-01-27 10:43:29.724 2118105407780
1479 2016-01-27 10:45:53.094 5331105407760
1480 2016-01-27 10:46:55.989 9630105407785
1481 2016-01-27 10:46:55.989 3232105407786
1482 2016-01-27 10:46:55.989 7228105407787
1483 2016-01-27 10:46:55.989 4758105407788
1484 2016-01-27 10:46:55.989 5953105407789
1485 2016-01-27 10:51:03.121 9952105407802
1486 2016-01-27 10:51:03.121 0590105407803
1487 2016-01-27 10:51:03.121 0223105407844
1488 2016-01-27 10:51:03.121 2050105407845
1489 2016-01-27 10:51:03.121 7166105407846
1490 2016-01-27 10:51:33.523 8916105407840
1491 2016-01-27 10:53:34.960 2441105407864
1492 2016-01-27 10:54:45.603 9707105407887
1493 2016-01-27 10:54:45.603 1364105407888
1494 2016-01-27 10:54:45.603 3926105407889
1495 2016-01-27 10:54:45.603 7111105407890
1496 2016-01-27 10:54:45.603 5348105407891
1497 2016-01-27 10:57:13.409 5211105407901
1498 2016-01-27 10:57:13.409 7119105407902
1499 2016-01-27 10:57:13.409 9156105407903
1500 2016-01-27 10:57:13.409 7122105407904
1501 2016-01-27 10:57:13.409 0660105407905
1502 2016-01-27 10:57:31.278 3039105407907
1503 2016-01-27 10:57:46.640 8716105407873
1504 2016-01-27 10:57:49.188 2375105407914
-41-
1505 2016-01-27 10:58:13.741 1079105407877
1506 2016-01-27 10:59:29.270 1756105407921
1507 2016-01-27 10:59:29.270 6152105407922
1508 2016-01-27 10:59:29.270 1896105407923
1509 2016-01-27 10:59:29.270 1561105407924
1510 2016-01-27 10:59:29.270 9663105407925
1511 2016-01-27 11:13:17.272 0156105408056
1512 2016-01-27 11:14:18.243 0095105408053
1513 2016-01-27 11:24:42.981 3522105408109
1514 2016-01-27 11:27:50.151 5784105408121
1515 2016-01-27 11:30:13.555 6141105408146
1516 2016-01-27 11:30:13.555 9196105408147
1517 2016-01-27 11:30:13.555 0656105408148
1518 2016-01-27 11:34:59.233 1516105408181
1519 2016-01-27 11:34:59.233 5657105408182
1520 2016-01-27 11:34:59.233 3367105408183
1521 2016-01-27 11:34:59.233 0401105408184
1522 2016-01-27 11:34:59.233 2214105408185
1523 2016-01-27 11:52:26.703 2858105408279
1524 2016-01-27 11:59:12.457 8915105408313
1525 2016-01-27 11:59:12.457 0775105408314
1526 2016-01-27 11:59:12.457 9342105408315
1527 2016-01-27 11:59:12.457 6762105408316
1528 2016-01-27 11:59:12.457 8855105408317
1529 2016-01-27 12:09:15.256 0870105408332
1530 2016-01-27 12:48:25.799 7531105408449
1531 2016-01-27 13:26:30.070 5145105408605
1532 2016-01-27 13:59:32.019 2924105408794
1533 2016-01-27 14:08:40.141 3086105408823
1534 2016-01-27 14:08:40.141 2627105408844
1535 2016-01-27 14:08:40.141 3080105408845
1536 2016-01-27 14:08:40.141 4710105408846
1537 2016-01-27 14:08:40.141 5318105408847
1538 2016-01-27 14:15:24.724 0223105408882
1539 2016-01-27 14:20:50.461 2225105408935
1540 2016-01-27 14:32:37.896 8925105408987
1541 2016-01-27 15:06:15.841 7843105409212
1542 2016-01-27 15:06:15.841 3891105409213
-42-
1543 2016-01-27 15:06:37.392 8928105409190
1544 2016-01-27 15:16:13.944 7199105409250
1545 2016-01-27 15:16:34.375 1696105409251
1546 2016-01-27 15:42:24.965 6355105409406
1547 2016-01-27 15:42:40.469 5067105409411
1548 2016-01-27 15:42:40.469 8124105409412
1549 2016-01-27 15:42:40.469 1245105409413
1550 2016-01-27 15:42:40.469 7069105409414
1551 2016-01-27 16:14:43.330 2552105409599
1552 2016-01-27 16:15:26.851 4374105409633
1553 2016-01-27 17:27:33.642 0813105409977
1554 2016-01-27 17:27:33.642 4066105409978
1555 2016-01-27 17:31:43.164 5329105409983
1556 2016-01-27 18:36:37.682 0138105410198
1557 2016-01-27 18:38:01.981 0910105410202
1558 2016-01-27 20:35:20.550 4116105410486
1559 2016-01-28 08:22:04.504 6401105410950
1560 2016-01-28 08:28:49.729 9702105410942
1561 2016-01-28 08:52:07.887 3448105411020
1562 2016-01-28 08:52:07.887 7108105411021
1563 2016-01-28 09:22:11.182 8318105411191
1564 2016-01-28 09:22:11.182 0427105411192
1565 2016-01-28 09:42:23.397 9268105411288
1566 2016-01-28 09:54:10.099 5893105411357
1567 2016-01-28 10:31:10.307 6686105411654
1568 2016-01-28 10:34:21.155 2856105411645
1569 2016-01-28 10:34:21.155 9080105411646
1570 2016-01-28 10:34:21.155 4874105411647
1571 2016-01-28 10:36:05.373 4764105411652
1572 2016-01-28 11:13:38.250 3315105411891
1573 2016-01-28 11:13:38.250 1358105411892
1574 2016-01-28 11:13:38.250 1210105411893
1575 2016-01-28 11:13:38.250 9328105411894
1576 2016-01-28 11:13:38.250 0465105411895
1577 2016-01-28 11:24:18.987 7112105411943
1578 2016-01-28 11:24:18.987 8001105411964
1579 2016-01-28 11:24:18.987 6816105411965
1580 2016-01-28 11:24:18.987 2558105411966
-43-
1581 2016-01-28 11:24:22.351 2231105411955
1582 2016-01-28 11:24:22.351 0417105411956
1583 2016-01-28 11:24:22.351 3194105411957
1584 2016-01-28 11:24:22.351 3537105411958
1585 2016-01-28 11:24:22.351 9766105411959
1586 2016-01-28 11:34:28.400 7839105412039
1587 2016-01-28 11:48:46.307 5365105412101
1588 2016-01-28 12:32:06.078 9268105412343
1589 2016-01-28 14:33:14.707 5960105412773
1590 2016-01-28 14:53:52.225 7540105412914
1591 2016-01-28 15:21:16.483 9038105413028
1592 2016-01-28 15:21:16.483 6255105413029
1593 2016-01-28 15:21:16.483 1387105413030
1594 2016-01-28 15:39:12.562 0706105413125
1595 2016-01-28 15:48:06.942 0377105413158
1596 2016-01-28 15:49:51.622 2194105413186
1597 2016-01-28 15:56:28.932 9108105413255
1598 2016-01-28 15:56:28.932 4246105413256
1599 2016-01-28 15:56:28.932 6880105413257
1600 2016-01-28 15:56:28.932 0676105413258
1601 2016-01-28 15:56:28.932 8050105413259
1602 2016-01-28 15:58:12.921 3911105413267
1603 2016-01-28 16:05:07.969 8449105413307
1604 2016-01-28 16:26:59.574 1614105413430
1605 2016-01-28 16:29:31.021 1698105413421
1606 2016-01-28 16:30:23.778 7324105413445
1607 2016-01-28 16:30:23.778 3749105413446
1608 2016-01-28 16:30:23.778 9967105413447
1609 2016-01-28 16:33:53.865 2563105413454
1610 2016-01-28 16:45:37.717 4558105413545
1611 2016-01-28 16:47:05.802 6869105413556
1612 2016-01-28 16:47:05.802 5209105413557
1613 2016-01-28 16:47:05.802 1727105413558
1614 2016-01-28 16:49:59.422 0639105413571
1615 2016-01-28 16:49:59.422 3091105413572
1616 2016-01-28 17:03:39.894 6456105413595
1617 2016-01-28 17:53:14.163 1541105413787
1618 2016-01-29 07:57:14.807 4809105414618
-44-
1619 2016-01-29 09:08:38.376 7070105414734
1620 2016-01-29 09:25:43.009 9322105414802
1621 2016-01-29 09:31:30.360 8097105414815
1622 2016-01-29 09:40:29.933 7581105414892
1623 2016-01-29 09:47:17.850 3118105414883
1624 2016-01-29 09:54:50.263 3556105414941
1625 2016-01-29 10:00:44.405 7460105414954
1626 2016-01-29 10:12:18.001 1802105414993
1627 2016-01-29 10:50:27.774 7237105415201
1628 2016-01-29 10:50:27.774 0282105415202
1629 2016-01-29 10:58:11.661 1809105415244
1630 2016-01-29 10:58:11.661 3221105415245
1631 2016-01-29 10:58:11.661 3309105415246
1632 2016-01-29 10:58:11.661 9644105415247
1633 2016-01-29 10:58:11.661 8708105415248
1634 2016-01-29 11:04:43.860 6884105415272
1635 2016-01-29 11:08:24.638 8346105415283
1636 2016-01-29 11:08:24.644 0625105415304
1637 2016-01-29 11:08:24.645 4287105415305
1638 2016-01-29 11:08:24.645 5387105415306
1639 2016-01-29 11:20:24.363 1163105415386
1640 2016-01-29 11:20:24.364 4875105415387
1641 2016-01-29 11:20:24.365 3007105415388
1642 2016-01-29 11:20:24.366 1661105415389
1643 2016-01-29 11:20:24.367 9062105415390
1644 2016-01-29 11:36:31.013 2800105415462
1645 2016-01-29 11:36:31.014 8604105415463
1646 2016-01-29 11:51:47.848 6628105415549
1647 2016-01-29 11:51:47.849 3891105415550
1648 2016-01-29 11:51:47.850 7539105415551
1649 2016-01-29 12:01:53.022 5808105415590
1650 2016-01-29 12:01:53.024 1990105415591
1651 2016-01-29 12:32:22.994 6812105415670
1652 2016-01-29 12:56:11.233 9697105415730
1653 2016-01-29 15:48:52.877 0862105416551
1654 2016-01-29 16:12:32.609 4043105416701
1655 2016-01-29 16:16:32.399 4809105416738
1656 2016-01-29 16:20:16.373 7024105416722
-45-
1657 2016-01-29 16:20:16.374 7552105416723
1658 2016-01-29 16:20:38.252 5309105416771
1659 2016-01-29 17:43:55.505 5853105417074
1660 2016-01-30 10:34:54.630 3109105417958
1661 2016-01-30 12:42:51.742 7616105418173
1662 2016-01-30 15:48:04.269 3899105418462
1663 2016-01-30 15:48:04.270 2844105418463
1664 2016-01-30 15:48:04.275 8618105418504
1665 2016-01-30 15:48:04.276 0992105418505
1666 2016-01-30 15:48:25.076 5204105418507
1667 2016-01-30 16:40:30.644 5872105418552
1668 2016-01-30 17:08:59.698 9668105418590
1669 2016-01-30 17:58:21.088 9687105418687
1670 2016-01-30 18:02:28.967 3030105418689
1671 2016-01-31 10:16:21.579 8632105419430
1672 2016-01-31 10:56:29.573 9718105419491
1673 2016-01-31 13:13:48.223 1947105419670
1674 2016-01-31 15:07:26.756 2109105419841
1675 2016-01-31 15:07:26.757 7722105419842
1676 2016-01-31 16:55:02.023 5354105419994
1677 2016-02-01 00:07:44.550 6331105420665
1678 2016-02-01 08:52:46.898 8790105420777
1679 2016-02-01 10:04:12.581 0655105421093
1680 2016-02-01 10:11:00.821 4939105421115
1681 2016-02-01 10:11:00.821 3053105421116
1682 2016-02-01 10:40:03.035 0916105421237
1683 2016-02-01 10:40:03.036 5302105421238
1684 2016-02-01 10:41:24.122 5810105421241
1685 2016-02-01 10:57:24.210 2068105421336
1686 2016-02-01 10:59:33.346 2811105421365
1687 2016-02-01 11:05:26.001 7786105421390
1688 2016-02-01 11:25:04.722 7039105421543
1689 2016-02-01 11:25:04.724 6065105421544
1690 2016-02-01 11:35:36.111 9587105421593
1691 2016-02-01 12:48:30.055 6376105421883
1692 2016-02-01 13:04:16.069 6081105421938
1693 2016-02-01 13:07:00.363 3558105421945
1694 2016-02-01 13:30:21.290 4382105422002
-46-
1695 2016-02-01 13:48:54.958 9688105422070
1696 2016-02-01 13:48:54.959 3582105422071
1697 2016-02-01 13:54:38.347 7370105422109
1698 2016-02-01 14:12:14.091 7555105422210
1699 2016-02-01 14:28:53.657 1649105422286
1700 2016-02-01 14:34:40.560 8137105422325
1701 2016-02-01 14:34:40.561 8765105422326
1702 2016-02-01 14:34:40.562 9859105422327
1703 2016-02-01 14:34:40.563 6666105422328
1704 2016-02-01 14:34:40.564 1644105422329
1705 2016-02-01 14:35:49.715 9412105422319
1706 2016-02-01 14:35:49.716 6600105422320
1707 2016-02-01 14:35:49.717 1045105422321
1708 2016-02-01 14:35:49.718 3052105422322
1709 2016-02-01 14:35:49.719 3528105422323
1710 2016-02-01 16:00:01.887 3745105422794
1711 2016-02-01 16:00:01.888 6969105422795
1712 2016-02-01 16:45:45.125 7154105423003
1713 2016-02-01 16:45:45.149 9326105423024
1714 2016-02-01 16:46:23.716 7352105423046
1715 2016-02-02 09:09:21.562 8381105424227
1716 2016-02-02 09:21:09.066 7204105424240
1717 2016-02-02 09:23:12.944 4944105424271
1718 2016-02-02 10:18:33.433 6869105424553
1719 2016-02-02 10:18:33.434 1019105424554
1720 2016-02-02 10:18:33.435 4217105424555
1721 2016-02-02 10:18:33.435 3904105424556
1722 2016-02-02 10:26:50.193 0724105424540
1723 2016-02-02 10:26:50.194 4726105424541
1724 2016-02-02 10:26:50.195 4640105424542
1725 2016-02-02 10:26:50.196 4643105424543
1726 2016-02-02 10:43:41.557 0023105424664
1727 2016-02-02 10:48:52.121 8802105424673
1728 2016-02-02 11:00:24.335 0557105424723
1729 2016-02-02 11:38:41.233 4980105424949
1730 2016-02-02 12:57:34.932 0660105425171
1731 2016-02-02 14:38:13.769 0219105425609
1732 2016-02-02 14:38:13.770 7683105425610
-47-
1733 2016-02-02 14:43:29.223 0837105425618
