-1-
北京市小客车指标调控管理信息系统
单位新能源指标配置
期号：201601
描述：2016年第01期单位示范应用新能源小客车指标配置结果
指标配置日期：2016-02-26
实际指标配置时间：2016-02-26 10:21:35
有效编码总数：1819
指标配置总数：1819
-指标配置列表-
轮候序号 轮候时间 申请编码
568 2016-01-08 09:43:28.560 0168105338195
569 2016-01-08 09:43:28.560 8497105338196
570 2016-01-08 09:43:28.560 5131105338197
571 2016-01-08 09:43:28.560 3938105338198
572 2016-01-08 10:01:48.352 3468105338379
573 2016-01-08 10:05:06.570 0818105338475
574 2016-01-08 10:06:37.714 9295105338500
575 2016-01-08 10:06:37.714 2547105338501
576 2016-01-08 10:08:13.111 7070105338512
577 2016-01-08 10:08:29.428 7617105356708
578 2016-01-08 10:08:29.428 1319105356709
579 2016-01-08 10:08:29.428 7093105356710
580 2016-01-08 10:08:29.428 1036105356711
581 2016-01-08 10:08:29.428 7383105356713
582 2016-01-08 10:09:31.786 8312105338537
583 2016-01-08 10:09:31.786 3922105338538
584 2016-01-08 10:09:31.786 2905105338539
585 2016-01-08 10:09:31.786 7294105338540
586 2016-01-08 10:13:18.650 5685105338580
587 2016-01-08 10:15:18.108 0756105382013
588 2016-01-08 10:15:18.108 5422105398685
589 2016-01-08 10:15:18.108 4872105398686
590 2016-01-08 10:15:18.108 6878105398687
591 2016-01-08 10:15:18.108 8700105398688
592 2016-01-08 10:17:35.263 9229105338660
-17-
593 2016-01-08 10:20:04.969 0136105338712
594 2016-01-08 10:24:25.110 5505105338755
595 2016-01-08 10:25:15.334 3631105338778
596 2016-01-08 10:33:26.682 0595105338893
597 2016-01-08 10:33:26.682 3788105338894
598 2016-01-08 10:33:26.682 6277105338895
599 2016-01-08 10:33:26.682 0389105338896
600 2016-01-08 10:33:26.682 9790105338897
601 2016-01-08 10:37:01.572 4573105338968
602 2016-01-08 10:37:01.572 6593105338969
603 2016-01-08 10:37:01.572 5934105338970
604 2016-01-08 10:37:01.572 9806105338971
605 2016-01-08 10:37:01.572 2341105338972
606 2016-01-08 10:37:39.693 6288105338962
607 2016-01-08 10:39:00.450 5619105339008
608 2016-01-08 10:39:28.207 6261105338989
609 2016-01-08 10:41:54.495 1557105339049
610 2016-01-08 10:41:54.495 7251105339050
611 2016-01-08 10:41:54.495 5828105339051
612 2016-01-08 10:41:54.495 5437105339052
613 2016-01-08 10:41:54.495 6255105339053
614 2016-01-08 10:46:19.261 6879105339079
615 2016-01-08 11:02:51.921 7539105339310
616 2016-01-08 11:16:38.791 4178105339497
617 2016-01-08 11:17:28.700 7276105339515
618 2016-01-08 11:20:40.120 0450105339554
619 2016-01-08 11:30:23.790 5194105339694
620 2016-01-08 11:36:48.448 3846105339800
621 2016-01-08 11:36:48.448 9986105339801
622 2016-01-08 11:42:09.777 5213105339842
623 2016-01-08 11:45:21.862 9007105339870
624 2016-01-08 12:02:21.545 1188105340000
625 2016-01-08 12:04:51.739 2897105340010
626 2016-01-08 12:06:27.787 9575105340018
627 2016-01-08 12:30:04.179 2250105340186
628 2016-01-08 12:53:20.920 5717105340308
629 2016-01-08 13:02:58.959 1141105340340
630 2016-01-08 13:03:37.613 3618105340375
-18-
631 2016-01-08 13:10:21.445 0454105340437
632 2016-01-08 13:10:21.445 3646105340438
633 2016-01-08 13:27:04.870 5002105340577
634 2016-01-08 13:27:27.315 3044105340588
635 2016-01-08 13:27:27.315 7072105340589
636 2016-01-08 13:31:45.766 3581105340619
637 2016-01-08 13:33:48.197 4161105340671
638 2016-01-08 13:37:26.150 2805105393853
639 2016-01-08 13:41:30.123 1823105340738
640 2016-01-08 13:41:30.123 0935105340739
641 2016-01-08 13:41:30.123 4915105340740
642 2016-01-08 13:41:30.123 6467105340741
643 2016-01-08 13:42:59.424 6960105340715
644 2016-01-08 14:02:47.442 3732105340954
645 2016-01-08 14:08:04.835 5232105341012
646 2016-01-08 14:08:04.835 7228105341013
647 2016-01-08 14:08:04.835 0241105341014
648 2016-01-08 14:08:04.835 3814105341514
649 2016-01-08 14:08:59.946 8799105341016
650 2016-01-08 14:18:19.404 3642105341131
651 2016-01-08 14:30:16.652 9648105341275
652 2016-01-08 14:30:16.652 4716105341276
653 2016-01-08 14:30:16.652 7787105341277
654 2016-01-08 14:30:16.652 5078105341278
655 2016-01-08 14:30:16.652 9131105341279
656 2016-01-08 14:34:47.120 7081105341312
657 2016-01-08 14:34:59.540 4952105341313
658 2016-01-08 14:37:47.748 0222105341352
659 2016-01-08 14:48:58.211 9725105341453
660 2016-01-08 14:54:15.463 4704105413276
661 2016-01-08 14:54:15.463 0948105413277
662 2016-01-08 14:54:15.463 5579105413278
663 2016-01-08 14:54:15.463 2537105413279
664 2016-01-08 14:54:15.463 0164105413291
665 2016-01-08 14:54:52.276 0089105341817
666 2016-01-08 15:00:44.481 8158105341563
667 2016-01-08 15:07:23.121 3997105341662
668 2016-01-08 15:16:32.503 0756105398382
-19-
669 2016-01-08 15:19:19.130 7526105341826
670 2016-01-08 15:19:19.130 2622105341827
671 2016-01-08 15:20:33.705 3082105341835
672 2016-01-08 15:33:06.743 7610105341966
673 2016-01-08 15:39:50.627 4154105342025
674 2016-01-08 15:51:44.889 7868105342133
675 2016-01-08 15:53:29.942 4462105342152
676 2016-01-08 16:03:45.968 3198105342316
677 2016-01-08 16:05:51.873 7042105342333
678 2016-01-08 16:10:25.110 7173105342424
679 2016-01-08 16:14:12.112 8717105342490
680 2016-01-08 16:14:12.112 7223105342491
681 2016-01-08 16:14:12.112 3537105342492
682 2016-01-08 16:14:12.112 4122105342493
683 2016-01-08 16:14:12.112 3158105342494
684 2016-01-08 16:17:29.636 9958105342507
685 2016-01-08 16:18:27.691 3239105342514
686 2016-01-08 16:18:31.190 3137105342519
687 2016-01-08 16:18:31.190 8380105342520
688 2016-01-08 16:18:31.190 2250105342521
689 2016-01-08 16:18:31.190 3105105342522
690 2016-01-08 16:18:40.244 2033105342523
691 2016-01-08 16:23:53.918 2907105342536
692 2016-01-08 16:41:17.662 9045105342706
693 2016-01-08 16:48:22.134 1656105342743
694 2016-01-08 17:04:13.734 3186105342871
695 2016-01-08 17:20:44.880 1651105342960
696 2016-01-08 17:26:21.593 3332105343012
697 2016-01-08 17:34:39.453 1789105343084
698 2016-01-08 18:31:52.570 4978105343328
699 2016-01-08 19:37:31.860 7385105343541
700 2016-01-08 19:53:56.874 7862105343620
701 2016-01-08 20:06:27.397 7926105365418
702 2016-01-08 20:06:27.397 9155105365419
703 2016-01-08 20:06:27.397 2034105365420
704 2016-01-08 20:06:27.397 0110105365421
705 2016-01-08 20:29:11.860 9868105343746
706 2016-01-08 20:41:08.187 2882105343778
-20-
707 2016-01-08 21:37:27.382 2020105343985
708 2016-01-08 21:37:27.382 4012105343986
709 2016-01-08 21:37:27.382 5108105343987
710 2016-01-08 21:37:27.382 2910105343988
711 2016-01-08 23:19:47.376 6302105344260
712 2016-01-08 23:36:20.561 0284105344316
713 2016-01-09 02:05:51.335 4455105344338
714 2016-01-09 08:50:26.242 8910105344432
715 2016-01-09 08:59:08.523 4660105344411
716 2016-01-09 10:20:15.997 5035105344584
717 2016-01-09 11:41:00.682 3296105344771
718 2016-01-09 13:15:52.697 3430105382734
719 2016-01-09 13:35:46.103 9758105345039
720 2016-01-09 13:35:46.103 6004105345040
721 2016-01-09 13:35:46.103 9315105345041
722 2016-01-09 13:35:46.103 3897105345042
723 2016-01-09 13:35:46.103 2741105345043
724 2016-01-09 16:04:51.460 7040105345403
725 2016-01-09 16:12:21.250 3773105345422
726 2016-01-09 16:23:49.155 1042105345457
727 2016-01-09 16:23:49.155 4346105345458
728 2016-01-09 16:38:23.140 0966105345483
729 2016-01-09 16:38:23.140 6111105345504
730 2016-01-09 16:38:23.140 9854105345505
731 2016-01-09 16:38:23.140 2108105345506
732 2016-01-09 16:38:23.140 0575105345507
733 2016-01-09 17:13:52.211 5667105345610
734 2016-01-09 17:20:48.356 5523105345623
735 2016-01-10 00:10:10.252 8743105346526
736 2016-01-10 15:54:11.313 1541105347409
737 2016-01-10 20:38:07.190 0804105348117
738 2016-01-11 03:45:35.684 8377105348454
739 2016-01-11 08:45:53.763 1695105348525
740 2016-01-11 09:08:47.744 7240105348599
741 2016-01-11 09:20:14.890 4225105348708
742 2016-01-11 09:25:17.553 2393105348738
743 2016-01-11 09:26:09.694 1585105348723
744 2016-01-11 09:27:34.936 4540105348778
-21-
745 2016-01-11 09:46:35.115 0376105348896
746 2016-01-11 09:50:38.568 4675105348913
747 2016-01-11 09:50:42.452 6038105348934
748 2016-01-11 09:51:30.448 1894105348938
749 2016-01-11 09:51:30.448 8381105348939
750 2016-01-11 09:58:35.237 0642105348980
751 2016-01-11 09:58:35.237 0919105348981
752 2016-01-11 10:03:56.866 3832105349032
753 2016-01-11 10:06:38.291 1937105349063
754 2016-01-11 10:11:43.839 7954105349096
755 2016-01-11 10:12:53.382 8563105349113
756 2016-01-11 10:16:17.471 2953105349167
757 2016-01-11 10:18:30.437 4404105349163
758 2016-01-11 10:18:30.437 4758105349184
759 2016-01-11 10:18:30.437 6387105349185
760 2016-01-11 10:21:39.282 6497105349232
761 2016-01-11 10:21:39.282 2627105349233
762 2016-01-11 10:21:39.282 8695105349234
763 2016-01-11 10:21:39.282 9257105349235
764 2016-01-11 10:23:25.958 9526105349534
765 2016-01-11 10:31:17.122 5420105349324
766 2016-01-11 10:38:23.716 0844105349407
767 2016-01-11 10:38:23.716 1699105349408
768 2016-01-11 10:38:23.716 4558105349409
769 2016-01-11 10:38:23.716 3903105349410
770 2016-01-11 10:38:23.716 4654105349411
771 2016-01-11 10:53:38.700 7704105349604
772 2016-01-11 10:56:41.781 2641105349995
773 2016-01-11 11:10:04.819 4397105349884
774 2016-01-11 11:10:04.819 0272105349885
775 2016-01-11 11:10:04.819 0100105349886
776 2016-01-11 11:10:04.819 9955105349887
777 2016-01-11 11:10:04.819 3184105349888
778 2016-01-11 11:15:24.458 1906105349926
779 2016-01-11 11:27:19.710 0882105350052
780 2016-01-11 11:33:34.745 8494105350146
781 2016-01-11 11:39:59.260 2765105350180
782 2016-01-11 11:44:56.211 7205105350224
-22-
783 2016-01-11 13:04:39.330 2499105350642
784 2016-01-11 13:05:49.653 5275105350655
785 2016-01-11 13:37:57.479 0785105350852
786 2016-01-11 13:43:59.279 6807105350919
787 2016-01-11 13:48:21.760 0176105350962
788 2016-01-11 13:48:21.760 7863105350963
789 2016-01-11 13:58:12.141 0270105351017
790 2016-01-11 14:02:21.650 9798105351075
791 2016-01-11 14:02:21.650 3400105351076
792 2016-01-11 14:02:21.650 8889105351077
793 2016-01-11 14:02:21.650 6454105351078
794 2016-01-11 14:17:30.550 8214105351182
795 2016-01-11 14:19:17.130 2736105351187
796 2016-01-11 14:23:23.118 7936105412414
797 2016-01-11 14:43:15.501 5234105351384
798 2016-01-11 14:43:24.206 6096105351391
799 2016-01-11 14:44:39.168 1427105351395
800 2016-01-11 14:47:54.800 3054105351412
801 2016-01-11 14:54:40.289 1267105351481
802 2016-01-11 14:54:40.289 8736105351482
803 2016-01-11 14:54:40.289 3334105351483
804 2016-01-11 15:09:46.521 9570105351631
805 2016-01-11 15:27:08.935 7361105351793
806 2016-01-11 15:43:46.254 0850105351901
807 2016-01-11 16:12:18.734 7642105352145
808 2016-01-11 16:19:10.403 6882105352204
809 2016-01-11 16:27:55.191 3016105352256
810 2016-01-11 16:30:11.100 6682105352294
811 2016-01-11 16:38:16.778 5122105352365
812 2016-01-11 16:51:41.742 7988105352419
813 2016-01-11 16:51:41.742 8608105352420
814 2016-01-11 16:52:35.530 3938105352466
815 2016-01-11 16:58:28.273 1930105352487
816 2016-01-11 17:06:20.245 5337105352551
817 2016-01-11 17:41:47.249 0514105352736
818 2016-01-11 17:41:47.249 3902105352737
819 2016-01-11 17:41:47.249 0002105352738
820 2016-01-11 17:41:47.249 7304105352739
-23-
821 2016-01-11 17:41:47.249 2231105352740
822 2016-01-11 17:45:02.916 3819105352753
823 2016-01-11 17:47:09.242 2581105352761
824 2016-01-11 18:46:14.387 9081105352945
825 2016-01-11 19:12:20.172 9203105352982
826 2016-01-11 20:04:40.325 8676105353168
827 2016-01-11 20:32:33.189 9996105353274
828 2016-01-11 21:06:58.462 1149105353377
829 2016-01-11 21:57:30.730 9612105353556
830 2016-01-11 21:57:41.255 4122105353558
831 2016-01-12 00:29:03.252 8148105353752
832 2016-01-12 08:57:54.916 1898105353901
833 2016-01-12 08:57:54.916 2347105353902
834 2016-01-12 08:57:54.916 6300105353903
835 2016-01-12 08:57:54.916 4209105353924
836 2016-01-12 08:57:54.916 3159105353926
837 2016-01-12 09:14:13.430 8225105354006
838 2016-01-12 09:19:28.673 6649105354036
839 2016-01-12 09:19:28.673 4993105354037
840 2016-01-12 09:25:26.481 8786105354092
841 2016-01-12 09:25:26.481 4745105354093
842 2016-01-12 09:30:12.910 3530105354078
843 2016-01-12 09:37:53.833 1832105354187
844 2016-01-12 09:45:12.433 9609105354240
845 2016-01-12 11:00:13.810 4266105354887
846 2016-01-12 11:04:15.400 7003105355087
847 2016-01-12 11:08:06.800 4710105354953
848 2016-01-12 11:10:58.676 8608105354933
849 2016-01-12 11:13:47.264 0994105354976
850 2016-01-12 11:18:36.501 7081105355019
851 2016-01-12 11:38:33.498 8492105355207
852 2016-01-12 11:57:48.956 0765105355365
853 2016-01-12 12:04:19.604 9734105355373
854 2016-01-12 12:06:56.964 6779105355389
855 2016-01-12 13:21:18.548 9323105355727
856 2016-01-12 13:21:18.548 9158105355728
857 2016-01-12 13:40:15.700 4644105355832
858 2016-01-12 13:40:15.700 0268105355833
-24-
859 2016-01-12 13:40:15.700 4340105355834
860 2016-01-12 13:40:15.700 1038105355835
861 2016-01-12 13:40:15.700 0137105355836
862 2016-01-12 13:50:41.630 3485105355918
863 2016-01-12 13:50:41.630 0475105355919
864 2016-01-12 13:50:41.630 5660105355920
865 2016-01-12 13:50:41.630 1257105355921
866 2016-01-12 13:50:41.630 8045105355922
867 2016-01-12 13:58:38.240 6597105355991
868 2016-01-12 14:24:17.639 2074105356171
869 2016-01-12 14:29:07.626 8042105356202
870 2016-01-12 14:29:07.626 0787105356203
871 2016-01-12 14:29:07.626 6766105356224
872 2016-01-12 15:04:51.380 7959105356479
873 2016-01-12 15:19:14.518 1098105356562
874 2016-01-12 15:27:01.575 2446105356635
875 2016-01-12 15:27:04.752 0118105356615
876 2016-01-12 15:31:33.599 1528105356658
877 2016-01-12 15:31:33.599 6711105356659
878 2016-01-12 15:31:33.599 6662105356660
879 2016-01-12 15:31:33.599 3286105356661
880 2016-01-12 15:33:28.800 4363105356677
881 2016-01-12 15:39:00.348 6959105356732
882 2016-01-12 15:40:10.583 1819105356735
883 2016-01-12 15:40:31.722 7816105356737
884 2016-01-12 16:09:04.309 7929105356994
885 2016-01-12 16:21:01.684 5138105357073
886 2016-01-12 16:31:54.430 2449105357137
887 2016-01-12 16:39:06.520 8946105357208
888 2016-01-12 17:24:43.750 1479105357455
889 2016-01-12 17:37:03.996 1450105357524
890 2016-01-12 17:39:36.206 9582105357511
891 2016-01-12 17:49:14.106 2127105357567
892 2016-01-12 18:49:21.646 4078105357745
893 2016-01-12 20:29:02.370 7235105358020
894 2016-01-12 23:41:44.443 8160105358471
895 2016-01-13 08:49:16.781 9934105358618
896 2016-01-13 09:03:10.830 1475105358662
-25-
897 2016-01-13 09:43:35.749 1086105358880
898 2016-01-13 09:44:28.820 8585105358911
899 2016-01-13 09:44:28.820 4961105358912
900 2016-01-13 09:47:49.200 6132105358941
901 2016-01-13 09:47:49.200 1586105358942
902 2016-01-13 09:47:49.200 9950105358943
903 2016-01-13 09:47:49.200 0538105358944
904 2016-01-13 09:47:49.200 0928105358945
905 2016-01-13 09:49:32.654 2716105358954
906 2016-01-13 10:04:40.433 1981105359060
907 2016-01-13 10:04:40.433 6108105359061
908 2016-01-13 10:04:40.433 6575105359062
909 2016-01-13 10:04:40.433 8543105359063
910 2016-01-13 10:04:40.433 4685105359064
911 2016-01-13 10:13:47.415 7909105359149
912 2016-01-13 10:29:09.510 4232105359253
913 2016-01-13 10:34:48.950 0344105359262
914 2016-01-13 10:47:31.900 3535105359384
915 2016-01-13 10:47:31.900 7550105359385
916 2016-01-13 10:52:04.589 1313105359394
917 2016-01-13 10:58:55.180 9776105359465
918 2016-01-13 11:07:28.833 9355105359483
919 2016-01-13 11:35:45.477 9504105359759
920 2016-01-13 11:35:45.477 3514105359760
921 2016-01-13 11:35:45.477 6754105359761
922 2016-01-13 11:35:45.477 4584105359762
923 2016-01-13 11:35:45.477 5935105359763
924 2016-01-13 11:36:34.118 7928105359738
925 2016-01-13 11:36:42.715 3732105413090
926 2016-01-13 11:41:19.859 2773105359799
927 2016-01-13 11:41:19.859 1943105359800
928 2016-01-13 11:41:19.859 0602105359801
929 2016-01-13 11:41:19.859 3870105359802
930 2016-01-13 11:41:19.859 9202105359803
931 2016-01-13 11:45:56.682 1728105359852
932 2016-01-13 11:55:02.365 5222105360551
933 2016-01-13 12:21:00.227 1976105359978
934 2016-01-13 12:35:40.544 7260105360085
-26-
935 2016-01-13 12:51:36.506 7058105360144
936 2016-01-13 13:23:49.170 3942105360294
937 2016-01-13 13:23:49.170 4568105360295
938 2016-01-13 13:23:49.170 5309105360296
939 2016-01-13 13:23:49.170 9482105360297
940 2016-01-13 13:24:30.120 0296105360312
941 2016-01-13 13:27:06.567 4476105360303
942 2016-01-13 13:27:38.292 0026105360342
943 2016-01-13 13:27:38.292 7465105360343
944 2016-01-13 13:27:38.292 1522105360364
945 2016-01-13 13:27:38.292 3383105360365
946 2016-01-13 13:27:38.292 8219105360366
947 2016-01-13 13:30:49.865 5214105360396
948 2016-01-13 13:32:29.458 8795105360428
949 2016-01-13 13:32:29.458 1369105360429
950 2016-01-13 13:44:32.212 9561105360477
951 2016-01-13 13:49:20.193 5770105360527
952 2016-01-13 13:55:52.900 8941105361383
953 2016-01-13 13:55:52.900 1256105361404
954 2016-01-13 14:09:39.986 3145105360684
955 2016-01-13 14:30:02.106 8203105360819
956 2016-01-13 14:47:37.841 2869105360923
957 2016-01-13 14:54:47.570 7576105360962
958 2016-01-13 15:09:11.687 3055105361081
959 2016-01-13 15:09:35.490 5840105361095
960 2016-01-13 15:13:24.824 0792105361133
961 2016-01-13 15:50:44.950 2231105361435
962 2016-01-13 15:50:44.950 1518105361436
963 2016-01-13 15:50:44.950 7419105361437
964 2016-01-13 16:03:52.528 5276105361501
965 2016-01-13 16:06:21.559 9312105361550
966 2016-01-13 16:20:53.436 5617105361669
967 2016-01-13 16:24:02.711 9666105361657
968 2016-01-13 16:34:38.581 6241105361787
969 2016-01-13 16:34:38.581 0957105361788
970 2016-01-13 16:34:38.581 1320105361789
971 2016-01-13 16:34:38.581 7963105361790
972 2016-01-13 16:34:38.581 6793105361791
-27-
973 2016-01-13 16:41:36.437 7030105361855
974 2016-01-13 16:41:36.437 0205105361856
975 2016-01-13 16:45:46.596 4688105361915
976 2016-01-13 16:45:46.596 1168105361916
977 2016-01-13 16:45:46.596 9249105361917
978 2016-01-13 16:45:46.596 5823105361918
979 2016-01-13 17:06:11.653 4378105362001
980 2016-01-13 17:12:15.375 1316105362080
981 2016-01-13 17:33:15.429 8959105362197
982 2016-01-13 17:41:12.819 9927105362220
983 2016-01-13 18:46:36.130 4088105362432
984 2016-01-13 19:47:10.487 5746105362594
985 2016-01-13 20:16:05.668 1299105362699
986 2016-01-13 21:04:49.802 2793105362868
987 2016-01-13 21:11:26.591 1190105362885
988 2016-01-13 21:18:11.447 5111105362895
989 2016-01-13 22:38:57.735 6783105363089
990 2016-01-14 08:48:02.433 8411105363302
991 2016-01-14 08:48:02.433 2152105363303
992 2016-01-14 08:48:02.433 6222105363324
993 2016-01-14 08:48:02.433 4720105363325
994 2016-01-14 09:13:48.235 0909105363391
995 2016-01-14 09:22:49.964 1900105363460
996 2016-01-14 09:58:47.354 5277105363691
997 2016-01-14 10:02:25.454 2336105363697
998 2016-01-14 10:07:04.424 7337105363722
999 2016-01-14 10:28:26.260 2652105363896
1000 2016-01-14 10:28:38.764 9789105363904
1001 2016-01-14 10:30:54.154 6613105363918
1002 2016-01-14 10:43:13.830 9990105364005
1003 2016-01-14 11:16:57.534 8325105364215
1004 2016-01-14 11:16:57.602 2623105364230
1005 2016-01-14 11:16:57.602 6123105364231
1006 2016-01-14 11:16:57.602 2044105364232
1007 2016-01-14 11:16:57.602 6525105364233
1008 2016-01-14 11:16:57.602 6372105364234
1009 2016-01-14 11:20:10.504 2610105364223
1010 2016-01-14 11:31:13.804 9604105364318
-28-
1011 2016-01-14 12:08:43.656 0303105364497
1012 2016-01-14 12:16:06.519 3809105364531
1013 2016-01-14 12:21:05.253 0998105364556
1014 2016-01-14 13:33:32.627 6808105364832
1015 2016-01-14 13:34:51.681 4738105364849
1016 2016-01-14 13:42:49.000 6864105364887
1017 2016-01-14 13:45:41.166 6891105364918
1018 2016-01-14 13:45:41.166 8279105364919
1019 2016-01-14 13:45:41.166 0558105364920
1020 2016-01-14 13:45:41.166 4155105364921
1021 2016-01-14 13:45:41.166 8077105364922
1022 2016-01-14 13:52:35.579 2004105364956
1023 2016-01-14 13:52:35.579 5168105364957
1024 2016-01-14 13:52:35.579 6830105364958
1025 2016-01-14 13:52:35.579 5744105364959
1026 2016-01-14 13:52:35.579 7140105364960
1027 2016-01-14 13:57:12.160 2893105365009
1028 2016-01-14 13:57:12.160 2005105365010
1029 2016-01-14 13:57:12.160 6816105365011
1030 2016-01-14 13:57:12.160 8593105365012
1031 2016-01-14 13:57:12.160 8727105365013
1032 2016-01-14 14:03:42.200 3174105365347
1033 2016-01-14 14:37:04.754 5324105365305
1034 2016-01-14 15:37:26.536 3102105365704
1035 2016-01-14 16:08:40.257 1008105365877
1036 2016-01-14 16:08:52.176 2333105365978
1037 2016-01-14 16:23:56.386 3255105365975
1038 2016-01-14 16:31:14.331 1012105366039
1039 2016-01-14 16:31:14.331 6388105366040
1040 2016-01-14 16:31:14.331 6833105366041
1041 2016-01-14 16:31:14.331 7411105366042
1042 2016-01-14 16:31:14.331 2989105366043
1043 2016-01-14 16:42:17.985 5790105366083
1044 2016-01-14 17:11:29.417 1875105366297
1045 2016-01-14 17:11:29.417 3565105366298
1046 2016-01-14 17:16:46.170 2800105366332
1047 2016-01-14 17:17:07.722 9872105366346
1048 2016-01-14 17:31:55.459 6228105366404
-29-
1049 2016-01-14 17:38:32.873 5127105366414
1050 2016-01-14 17:44:42.400 3266105366462
1051 2016-01-14 17:44:42.400 2249105366463
1052 2016-01-14 18:10:54.724 6167105366535
1053 2016-01-14 18:18:16.874 1849105366591
1054 2016-01-14 18:42:37.130 9887105366657
1055 2016-01-15 09:03:03.597 2176105368830
1056 2016-01-15 09:25:26.204 9240105367680
1057 2016-01-15 09:25:26.204 2594105367681
1058 2016-01-15 09:25:26.204 9735105367682
1059 2016-01-15 09:25:26.204 0402105367683
1060 2016-01-15 09:49:50.760 5745105367781
1061 2016-01-15 10:09:21.669 8615105367907
1062 2016-01-15 10:16:59.606 6928105367972
1063 2016-01-15 10:16:59.606 8573105367973
1064 2016-01-15 10:18:10.732 4620105367988
1065 2016-01-15 10:18:10.732 8159105367989
1066 2016-01-15 10:18:10.732 3083105367990
1067 2016-01-15 10:19:36.355 1663105367980
1068 2016-01-15 10:31:06.159 1717105370047
1069 2016-01-15 10:37:41.897 5868105368097
1070 2016-01-15 10:37:41.897 6256105368098
1071 2016-01-15 10:37:41.897 0409105368099
1072 2016-01-15 10:37:41.897 5670105368100
1073 2016-01-15 11:00:53.606 8008105368203
1074 2016-01-15 11:23:49.517 9806105368412
1075 2016-01-15 11:28:54.405 1854105368437
1076 2016-01-15 11:33:33.747 8825105368456
1077 2016-01-15 11:41:03.800 6577105368520
1078 2016-01-15 13:18:01.681 2560105368926
1079 2016-01-15 13:38:20.207 3197105369056
1080 2016-01-15 13:38:20.207 0934105369057
1081 2016-01-15 13:38:20.207 1336105369058
1082 2016-01-15 13:38:20.207 1517105369059
1083 2016-01-15 13:38:20.207 0410105369060
1084 2016-01-15 13:53:33.809 3377105369117
1085 2016-01-15 13:53:33.809 1124105369118
1086 2016-01-15 14:13:34.510 9756105369279
-30-
1087 2016-01-15 14:13:34.510 3101105369280
1088 2016-01-15 14:13:34.510 1115105369281
1089 2016-01-15 14:13:34.510 4514105369282
1090 2016-01-15 14:13:34.510 7637105369283
1091 2016-01-15 14:13:55.732 8495105369308
1092 2016-01-15 14:32:37.747 7241105369397
1093 2016-01-15 14:32:37.747 7498105369398
1094 2016-01-15 14:38:36.779 3865105369418
1095 2016-01-15 15:09:59.778 5250105369590
1096 2016-01-15 15:10:52.727 5523105369591
1097 2016-01-15 15:18:32.437 4353105369644
1098 2016-01-15 15:24:58.851 4889105369687
1099 2016-01-15 15:30:32.354 9040105369703
1100 2016-01-15 16:04:54.671 4710105369863
1101 2016-01-15 16:22:01.204 8166105369983
1102 2016-01-15 16:28:26.734 7138105370014
1103 2016-01-15 16:55:53.295 3387105370136
1104 2016-01-15 16:59:58.754 1891105370140
1105 2016-01-15 17:10:53.998 0051105370256
1106 2016-01-15 18:00:31.535 1658105370413
1107 2016-01-15 22:35:46.864 8566105370959
1108 2016-01-16 10:11:00.355 5131105371240
1109 2016-01-16 10:11:53.388 0335105371237
1110 2016-01-16 10:22:35.352 8779105371220
1111 2016-01-16 10:31:10.719 9998105371268
1112 2016-01-16 11:45:25.418 3282105371460
1113 2016-01-16 11:59:36.178 3926105371485
1114 2016-01-16 17:27:07.188 1840105372107
1115 2016-01-16 21:48:12.553 2300105372590
1116 2016-01-17 11:17:59.566 5982105373052
1117 2016-01-17 11:22:17.322 3102105373069
1118 2016-01-17 11:22:25.883 8536105373084
1119 2016-01-17 13:09:37.487 2108105373285
1120 2016-01-17 14:09:38.940 0750105373353
1121 2016-01-17 14:27:45.538 1747105373391
1122 2016-01-18 04:30:09.769 6054105374354
1123 2016-01-18 09:23:16.432 8980105374588
1124 2016-01-18 09:23:16.432 7872105410987
-31-
1125 2016-01-18 09:23:16.432 6741105410988
1126 2016-01-18 09:50:50.340 8162105374759
1127 2016-01-18 09:52:33.961 2583105374790
1128 2016-01-18 09:52:33.961 8982105412515
1129 2016-01-18 09:52:33.961 7966105412516
1130 2016-01-18 09:52:33.961 3859105412517
1131 2016-01-18 09:52:33.961 3703105412518
1132 2016-01-18 09:58:29.440 5824105374799
1133 2016-01-18 10:07:14.361 8336105374821
1134 2016-01-18 10:11:21.524 9592105374861
1135 2016-01-18 10:41:15.836 3388105375105
1136 2016-01-18 10:42:23.516 9657105375126
1137 2016-01-18 10:55:27.138 1847105375180
1138 2016-01-18 10:59:04.953 5151105375203
1139 2016-01-18 11:06:16.981 9795105375255
1140 2016-01-18 11:35:00.799 2138105375510
1141 2016-01-18 11:59:18.390 9394105375657
1142 2016-01-18 12:55:19.145 5001105375910
1143 2016-01-18 12:57:02.584 1841105375899
1144 2016-01-18 13:44:12.785 4915105376208
1145 2016-01-18 14:08:09.918 6327105376360
1146 2016-01-18 14:16:34.840 6712105376408
1147 2016-01-18 14:21:43.810 5642105376442
1148 2016-01-18 14:47:46.330 2438105376600
1149 2016-01-18 14:50:32.799 0147105376656
1150 2016-01-18 14:54:02.226 1218105376711
1151 2016-01-18 15:07:01.500 9295105376792
1152 2016-01-18 15:17:43.300 0008105376888
1153 2016-01-18 15:33:26.300 3265105376977
1154 2016-01-18 15:35:10.982 7328105405262
1155 2016-01-18 15:35:10.982 9042105405263
1156 2016-01-18 15:35:10.982 8939105405304
1157 2016-01-18 15:45:20.604 5907105377110
1158 2016-01-18 15:51:26.670 8546105377150
1159 2016-01-18 15:54:47.731 8489105377133
